t_us,ax,ay,az,gx,gy,gz,mx,my,mz,imuTempC,baroTempC,pressPa,altM,hgx,hgy,hgz
55166007,9.706094,0.7422025,-1.6376339,-0.012770702,0.026605628,-0.040440556,7.65,51.45,23.7,27.709198,25.57546,92727.21,741.75446,-6.703765,8.619126,3.8307228
55232011,9.629479,0.7230489,-1.541866,-0.011706477,0.020220278,-0.03937633,7.35,51.3,24.3,27.90089,25.575918,92727.07,741.76685,-2.873042,6.703765,3.8307228
55265014,9.677363,0.7038953,-1.6041151,-0.009578027,0.013834927,-0.027669854,7.65,53.1,24.45,28.044659,25.575918,92727.34,741.74255,-6.703765,9.576807,5.746084
55298007,9.648633,0.5650316,-1.6807296,-0.0031926755,0.019156054,-0.025541404,12,48.9,28.8,28.044659,25.576359,92726.766,741.79443,-0.9576807,3.8307228,9.576807
55331010,9.629479,0.6655881,-1.5945383,-0.006385351,0.018091828,-0.020220278,8.85,53.25,25.05,27.948812,25.576836,92726.664,741.8031,-5.746084,5.746084,6.703765
55364011,9.600749,0.7230489,-1.5993267,-0.009578027,0.021284504,-0.013834927,8.4,51.9,23.1,27.709198,25.577623,92726.53,741.81494,-0.9576807,6.703765,0
55397011,9.749189,0.6943185,-1.7238252,-0.004256901,0.023412954,-0.009578027,6.9,54.9,26.7,27.948812,25.577202,92726.36,741.8306,-6.703765,-2.873042,5.746084
55430014,9.595961,0.7565677,-1.5849615,-0.0021284504,0.023412954,-0.006385351,8.1,51.3,23.25,27.709198,25.577751,92725.84,741.8765,-0.9576807,6.703765,2.873042
55463007,9.629479,0.6655881,-1.5370775,-0.009578027,0.014899152,-0.008513802,8.55,54.3,26.1,27.75712,25.577879,92725.54,741.9041,-5.746084,7.6614456,0
55496010,9.528923,0.62249243,-1.4413095,0.004256901,0.009578027,-0.008513802,6.75,51,30.45,27.709198,25.577824,92725.85,741.8755,-1.9153614,-0.9576807,2.873042
55529011,9.509769,0.7038953,-2.0207062,0.0010642252,0.030862529,-0.010642252,8.4,52.2,23.4,27.852966,25.577934,92726.555,741.8128,-3.8307228,7.6614456,1.9153614
55562011,9.600749,0.59376204,-2.3702598,0.017027603,0.088330686,-0.027669854,7.8,52.5,22.8,27.90089,25.577862,92726.03,741.8598,-5.746084,10.534488,-2.873042
55595014,9.739613,0.50757074,-2.1260512,0.009578027,0.13834926,-0.04363323,9.45,51.9,24.15,27.613352,25.577679,92726.2,741.84467,-2.873042,2.873042,3.8307228
55628007,9.677363,0.56982,-1.5131354,-0.010642252,0.16389069,-0.05959661,8.1,52.8,23.55,27.613352,25.57797,92726.414,741.8252,-2.873042,9.576807,6.703765
55661010,9.610326,0.60812724,-1.292869,-0.010642252,0.14899153,-0.07449576,8.1,53.25,24.3,28.09258,25.577898,92726.08,741.85547,-4.7884035,1.9153614,3.8307228
55694011,9.581595,0.5363012,-1.0582372,-0.015963377,0.123450115,-0.10216562,6.3,53.25,26.1,27.56543,25.57799,92725.85,741.8755,-2.873042,0.9576807,4.7884035
55727011,9.461885,1.1587936,-0.7038953,-0.029798305,0.060660835,-0.09258759,7.95,54.15,24.15,27.948812,25.578484,92726.36,741.8306,-0.9576807,-0.9576807,6.703765
55760011,9.816227,1.0103531,-0.5650316,-0.022348728,0.0010642252,-0.07023886,8.55,54.3,24,28.09258,25.578283,92726.62,741.8074,-6.703765,4.7884035,12.449849
55793014,9.68694,1.0199299,-0.81881696,-0.011706477,-0.064917736,-0.03937633,7.2,55.35,24.45,27.56543,25.578283,92726.695,741.80035,-3.8307228,9.576807,12.449849
55826007,9.595961,0.9768343,-1.1061212,-0.0031926755,-0.09578026,-0.023412954,8.55,54.3,24.3,27.90089,25.578264,92726.76,741.795,-2.873042,1.9153614,8.619126
55871963,9.739613,0.8523358,-1.6041151,-0.008513802,-0.10110139,-0.019156054,8.7,53.4,24.9,27.75712,25.578264,92726.945,741.7782,-2.873042,3.8307228,11.492168
55904099,9.744401,0.7422025,-1.5849615,-0.007449576,-0.09897295,-0.03511943,8.1,54.3,22.8,27.90089,25.574598,92726.28,741.83765,-0.9576807,7.6614456,7.6614456
55937011,9.629479,0.90500826,-1.6424223,-0.011706477,-0.09790871,-0.04150478,10.35,53.25,23.25,27.75712,25.573023,92725.9,741.8717,-4.7884035,4.7884035,3.8307228
55970011,9.490616,1.0390835,-1.6376339,-0.022348728,-0.08939491,-0.030862529,7.95,53.4,23.1,27.852966,25.572418,92726.47,741.8204,-3.8307228,0.9576807,7.6614456
56003011,9.485827,0.9576807,-1.685518,-0.004256901,-0.085138015,-0.026605628,9,54.6,22.65,27.852966,25.572124,92726.78,741.7928,-3.8307228,7.6614456,5.746084
56036011,9.504981,0.93373865,-1.8483237,0.004256901,-0.071303084,-0.029798305,9,53.4,24.15,27.852966,25.572327,92726.82,741.78955,-5.746084,7.6614456,2.873042
56069011,9.476251,0.9911995,-2.2409728,-0.050018582,-0.04150478,-0.017027603,8.7,54.15,24.45,27.90089,25.572784,92726.766,741.79443,-1.9153614,9.576807,6.703765
56102011,9.65821,0.7565677,-2.4420857,-0.14154196,0.014899152,-0.017027603,9.45,54.9,21.9,27.75712,25.573719,92726.28,741.83765,-5.746084,4.7884035,8.619126
56135011,10.103531,0.33039984,-1.8148049,-0.057468157,0.045761682,-0.09684449,7.8,52.8,24.3,27.948812,25.574268,92725.875,741.87384,-3.8307228,8.619126,3.8307228
56168014,9.500193,0.7613561,-1.70946,-0.026605628,0.038312107,-0.15218419,8.85,54.3,23.55,28.140503,25.574526,92725.1,741.943,-0.9576807,6.703765,11.492168
56201007,9.303867,0.8714894,-1.6424223,0.005321126,0.04789013,-0.16814758,8.55,54.75,23.55,27.75712,25.575314,92725.09,741.9441,-7.6614456,7.6614456,6.703765
56234011,9.457097,1.0869676,-1.934515,-0.040440556,0.068110414,-0.16708335,10.05,55.2,22.05,27.852966,25.574287,92724.875,741.963,-5.746084,4.7884035,5.746084
56267011,9.792285,1.3215994,-1.6280571,-0.07875266,0.064917736,-0.16176222,9.3,54.75,23.25,27.948812,25.574837,92724.72,741.97705,-3.8307228,1.9153614,4.7884035
56300011,9.5385,1.7525556,-1.4413095,-0.26818475,0.060660835,-0.10748675,11.85,53.25,24.3,27.709198,25.575993,92725.766,741.8841,-1.9153614,6.703765,5.746084
56333011,9.3182335,1.2689269,-0.9864111,-0.18411095,0.034055207,-0.11067942,10.95,54.9,23.7,27.90089,25.57612,92726.25,741.84033,-4.7884035,7.6614456,7.6614456
56366011,9.524135,1.8435353,-1.4796166,0.021284504,-0.0010642252,-0.093651816,10.35,54,22.8,27.613352,25.576797,92726.164,741.8479,-0.9576807,5.746084,6.703765
56399011,9.653421,1.6280571,-1.5705963,-0.011706477,-0.015963377,-0.061725058,10.05,54.3,23.55,27.75712,25.577019,92725.445,741.91223,-5.746084,3.8307228,6.703765
56432011,9.945514,1.5993267,-1.7477672,0.008513802,-0.011706477,-0.048954356,10.2,54.15,23.7,28.09258,25.57733,92725.83,741.8776,-5.746084,4.7884035,12.449849
56465011,9.68694,1.1587936,-1.6759412,0.010642252,-0.005321126,-0.053211257,8.55,55.5,24,27.56543,25.577549,92725.81,741.87976,-3.8307228,0.9576807,12.449849
56498011,9.691729,0.82360536,-1.5753847,0.010642252,-0.005321126,-0.081945345,12.6,52.5,28.95,27.852966,25.577585,92726.63,741.8058,-3.8307228,5.746084,3.8307228
56531011,9.667787,0.90021986,-1.6184803,-0.04789013,-0.024477178,-0.13941349,9.6,55.2,24.6,28.044659,25.577604,92726.53,741.81494,-1.9153614,5.746084,11.492168
56564011,10.189722,0.51235914,-1.5562311,-0.10110139,-0.04363323,-0.2149735,9.45,57.6,25.5,27.852966,25.578209,92726.58,741.8106,-2.873042,2.873042,9.576807
56597011,10.630256,0.521936,-1.1444284,-0.005321126,-0.064917736,-0.3341667,10.2,54.6,23.1,27.852966,25.578356,92726.266,741.8393,-3.8307228,2.873042,13.40753
56630011,10.740389,1.1779473,-1.0199299,0.057468157,-0.13196392,-0.44591033,10.65,55.95,24,27.852966,25.578192,92726.55,741.8139,-2.873042,3.8307228,2.873042
56664981,10.16578,1.9153614,-1.4556746,0.026605628,-0.17985405,-0.5044427,10.2,57.3,24.45,27.852966,25.579088,92726.836,741.78796,-2.873042,3.8307228,0.9576807
